Pressure1,Pressure2,Pressure3,predicted_position1,predicted_position2,predicted_position3
30,-18,22,-0.032490205,0.052863102,0.1785201
32,-18,22,-0.033159047,0.0531457,0.17841654
34,-18,22,-0.033805367,0.05345438,0.178299
-20,-16,22,0.03292188,0.042378373,0.16676417
-18,-16,22,0.029000966,0.042859286,0.16865583
-16,-16,22,0.024971824,0.0432621,0.17047599
-14,-16,22,0.020790566,0.04374581,0.17208025
-12,-16,22,0.016629338,0.044208784,0.17364743
-10,-16,22,0.012416664,0.04468324,0.17521691
-8,-16,22,0.008549978,0.045239795,0.17644313
-6,-16,22,0.005125526,0.045770086,0.17715025
-4,-16,22,0.001701072,0.046300385,0.17785737
-2,-16,22,-0.001643915,0.046819378,0.17849275
0,-16,22,-0.004843788,0.047332346,0.17903441
2,-16,22,-0.007827162,0.047912516,0.17955488
4,-16,22,-0.010697417,0.04839206,0.18010601
6,-16,22,-0.013455181,0.048777632,0.18055512
8,-16,22,-0.015640426,0.048963282,0.18089996
10,-16,22,-0.017581189,0.04902403,0.18116194
12,-16,22,-0.01955056,0.049023055,0.18143299
14,-16,22,-0.021712914,0.049151227,0.18156476
16,-16,22,-0.02370431,0.049252417,0.18165241
18,-16,22,-0.025097199,0.04903225,0.18170764
20,-16,22,-0.026261477,0.04879902,0.18176259
22,-16,22,-0.027054764,0.048761576,0.18172222
24,-16,22,-0.027848048,0.048724126,0.18168184
26,-16,22,-0.028641334,0.04868668,0.18164147
28,-16,22,-0.029434623,0.048649237,0.18160109
30,-16,22,-0.030192036,0.048704058,0.1815425
32,-16,22,-0.030843884,0.04903036,0.18143032
34,-16,22,-0.031471677,0.049242336,0.18128055
-20,-14,22,0.03522692,0.03898285,0.16820733
-18,-14,22,0.031263843,0.03940066,0.17012721
-16,-14,22,0.027300771,0.039818477,0.1720471
-14,-14,22,0.023204016,0.04032272,0.1738412
-12,-14,22,0.01903989,0.040818635,0.1755433
-10,-14,22,0.014894408,0.041219216,0.17722516
-8,-14,22,0.010905046,0.04157215,0.17873913
-6,-14,22,0.007563462,0.04204704,0.17947197
-4,-14,22,0.004139009,0.042577323,0.18017909
-2,-14,22,0.000718997,0.043125283,0.1808975
0,-14,22,-0.002568459,0.043818943,0.18154338
2,-14,22,-0.005712172,0.04438948,0.18214566
4,-14,22,-0.008672624,0.04465632,0.18288957
6,-14,22,-0.01149259,0.044893157,0.18348293
8,-14,22,-0.013733696,0.045045964,0.18378647
10,-14,22,-0.015687063,0.0450358,0.18406402
12,-14,22,-0.017835587,0.04517156,0.18414365
14,-14,22,-0.019991245,0.045326013,0.18426108
16,-14,22,-0.021877095,0.045336947,0.18437134
18,-14,22,-0.023196578,0.04501929,0.18452333
20,-14,22,-0.024094185,0.04470734,0.18466796
22,-14,22,-0.02479247,0.044510268,0.18476284
24,-14,22,-0.025585758,0.044472817,0.18472247
26,-14,22,-0.026379045,0.044435374,0.18468209
28,-14,22,-0.027172329,0.044397924,0.1846417
30,-14,22,-0.027876869,0.044588726,0.18455628
32,-14,22,-0.02849757,0.044846147,0.1844345
34,-14,22,-0.029040612,0.044995334,0.18432014
-20,-12,22,0.0374898,0.035524223,0.16967872
-18,-12,22,0.033521634,0.035931636,0.17161329
-16,-12,22,0.029546639,0.036325164,0.1735675
-14,-12,22,0.025559021,0.036844473,0.17555854
-12,-12,22,0.021417115,0.037419673,0.1773072
-10,-12,22,0.017282892,0.037878152,0.17899482
-8,-12,22,0.013155243,0.03822678,0.18061514
-6,-12,22,0.009745427,0.03851185,0.1816472
-4,-12,22,0.006578194,0.038859274,0.182504
-2,-12,22,0.003183381,0.039507434,0.1832865
0,-12,22,-0.000205043,0.04018505,0.18404339
2,-12,22,-0.003569154,0.040520653,0.18495603
4,-12,22,-0.006617444,0.04053812,0.18584949
6,-12,22,-0.009206144,0.040558077,0.18647611
8,-12,22,-0.011520223,0.040798325,0.18673559
10,-12,22,-0.013885228,0.041113947,0.18675448
12,-12,22,-0.016066378,0.041310277,0.18684773
14,-12,22,-0.018217048,0.04144252,0.18698445
16,-12,22,-0.019966945,0.041321877,0.18717343
18,-12,22,-0.02127739,0.04097273,0.18735138
20,-12,22,-0.022086682,0.040715266,0.18748276
22,-12,22,-0.022703934,0.04055091,0.18755607
24,-12,22,-0.023400914,0.040351648,0.18765281
26,-12,22,-0.024116749,0.040184062,0.1877227
28,-12,22,-0.024884364,0.040137567,0.1876975
30,-12,22,-0.025456497,0.040424947,0.18762855
32,-12,22,-0.025999546,0.04057413,0.18751419
34,-12,22,-0.026542597,0.04072331,0.1873998
-20,-10,22,0.039680347,0.032199062,0.17111461
-18,-10,22,0.035707913,0.032529116,0.17310575
-16,-10,22,0.031764112,0.03287071,0.17507872
-14,-10,22,0.027801108,0.033339217,0.17710027
-12,-10,22,0.023815997,0.033937026,0.1790359
-10,-10,22,0.019630207,0.034516625,0.18077321
-8,-10,22,0.015517182,0.03489336,0.18240331
-6,-10,22,0.011882287,0.035204027,0.18349051
-4,-10,22,0.008629109,0.035569802,0.18455951
-2,-10,22,0.005665252,0.035847377,0.18556766
0,-10,22,0.002238668,0.035929803,0.18677635
2,-10,22,-0.001127914,0.03604558,0.18787242
4,-10,22,-0.004272207,0.036154687,0.18865155
6,-10,22,-0.006876642,0.036205873,0.18914087
8,-10,22,-0.009349662,0.036498476,0.18930218
10,-10,22,-0.011833956,0.036901236,0.18939902
12,-10,22,-0.01421616,0.03722514,0.18948796
14,-10,22,-0.016423613,0.03739428,0.18963817
16,-10,22,-0.01804925,0.037253145,0.1898376
18,-10,22,-0.01934798,0.03692789,0.19001551
20,-10,22,-0.020143637,0.03676264,0.19015199
22,-10,22,-0.02074348,0.036649138,0.19022939
24,-10,22,-0.021325896,0.03653151,0.19032149
26,-10,22,-0.021958193,0.036388267,0.19044243
28,-10,22,-0.022538282,0.036363356,0.19051334
30,-10,22,-0.02304923,0.036529522,0.19044808
32,-10,22,-0.023615355,0.036738716,0.19030009
34,-10,22,-0.0241441,0.03698287,0.19008425
-20,-8,22,0.04184508,0.029364092,0.17232908
-18,-8,22,0.037835788,0.029592885,0.17439307
-16,-8,22,0.033892978,0.029843815,0.1764196
-14,-8,22,0.029922655,0.03019659,0.1784866
-12,-8,22,0.025918826,0.03067333,0.18060045
-10,-8,22,0.022006312,0.031155162,0.18244858
-8,-8,22,0.017870126,0.031605065,0.18416296
-6,-8,22,0.0142333,0.031901173,0.18536553
-4,-8,22,0.010769011,0.03204575,0.18662828
-2,-8,22,0.007546862,0.031964503,0.18795513
0,-8,22,0.004513387,0.031740062,0.18920758
2,-8,22,0.001382195,0.031567283,0.19028516
4,-8,22,-0.001794154,0.03173649,0.19098453
6,-8,22,-0.004773983,0.032008555,0.19142462
8,-8,22,-0.007372017,0.032516625,0.19170874
10,-8,22,-0.009916845,0.033026073,0.19178583
12,-8,22,-0.012327414,0.03336226,0.19185328
14,-8,22,-0.014572583,0.033643115,0.19196975
16,-8,22,-0.01621123,0.03364091,0.19209263
18,-8,22,-0.01754795,0.033503916,0.19215092
20,-8,22,-0.018332787,0.03338064,0.19225912
22,-8,22,-0.018883072,0.033276416,0.19235702
24,-8,22,-0.019433355,0.033172194,0.19245492
26,-8,22,-0.019988172,0.033065807,0.19255409
28,-8,22,-0.02050159,0.033155218,0.19261064
30,-8,22,-0.020963144,0.033278983,0.19261636
32,-8,22,-0.021424696,0.033402756,0.19262208
34,-8,22,-0.02184686,0.033652786,0.19234118
-20,-6,22,0.043696426,0.02653286,0.17334087
-18,-6,22,0.039711893,0.026762014,0.17542587
-16,-6,22,0.035778247,0.026972497,0.17745902
-14,-6,22,0.031846635,0.027279686,0.17951652
-12,-6,22,0.02788182,0.027729357,0.18163349
-10,-6,22,0.023925727,0.028132197,0.18369816
-8,-6,22,0.019921755,0.028483098,0.185635
-6,-6,22,0.016099818,0.028627926,0.18706205
-4,-6,22,0.012521269,0.028540311,0.18847641
-2,-6,22,0.009022382,0.028273622,0.18985142
0,-6,22,0.005937205,0.028048405,0.19104335
2,-6,22,0.002963194,0.027816527,0.19203828
4,-6,22,-4.88E-06,0.027814686,0.19266437
6,-6,22,-0.003095769,0.02829686,0.19314729
8,-6,22,-0.005603488,0.028784083,0.19346637
10,-6,22,-0.008053344,0.029264972,0.19372949
12,-6,22,-0.010394327,0.029672416,0.19391167
14,-6,22,-0.012619398,0.03002531,0.1940649
16,-6,22,-0.01428915,0.030056003,0.19421974
18,-6,22,-0.015537904,0.029969202,0.19435468
20,-6,22,-0.016416762,0.029941333,0.19441827
22,-6,22,-0.017081186,0.029912839,0.19444913
24,-6,22,-0.017673519,0.029808704,0.19452432
26,-6,22,-0.018247208,0.029746922,0.19459195
28,-6,22,-0.018642234,0.02990974,0.19456626
30,-6,22,-0.019118661,0.030070875,0.19453554
32,-6,22,-0.019538557,0.030254297,0.19439895
34,-6,22,-0.019846026,0.030487157,0.19415238
-20,-4,22,0.045307603,0.02361722,0.17416613
-18,-4,22,0.041473255,0.023939831,0.17636049
-16,-4,22,0.03760059,0.024104005,0.17845054
-14,-4,22,0.03375997,0.02432815,0.18053812
-12,-4,22,0.02979526,0.02463967,0.18270163
-10,-4,22,0.02576833,0.025056751,0.18489467
-8,-4,22,0.021737494,0.025304493,0.18707529
-6,-4,22,0.018020723,0.02542135,0.18865393
-4,-4,22,0.014266453,0.025233056,0.19004607
-2,-4,22,0.010796284,0.02502317,0.19129425
0,-4,22,0.007239133,0.024884537,0.19245403
2,-4,22,0.004175484,0.024798932,0.19321251
4,-4,22,0.001237797,0.024867605,0.19387187
6,-4,22,-0.00150277,0.025050113,0.194405
8,-4,22,-0.004095219,0.025351139,0.1948321
10,-4,22,-0.006526634,0.025693422,0.19520721
12,-4,22,-0.008807451,0.025989534,0.19551657
14,-4,22,-0.010846905,0.026162315,0.19580573
16,-4,22,-0.012552363,0.026197553,0.19605048
18,-4,22,-0.01390096,0.026240878,0.19621703
20,-4,22,-0.014883666,0.026382513,0.19627644
22,-4,22,-0.015649496,0.026489537,0.1962561
24,-4,22,-0.016328076,0.02659636,0.19622649
26,-4,22,-0.01683566,0.026757607,0.19615191
28,-4,22,-0.01722515,0.026995579,0.19607224
30,-4,22,-0.017669003,0.02712204,0.19598809
32,-4,22,-0.017974572,0.027355094,0.19574286
34,-4,22,-0.018282037,0.027587948,0.19549629
-20,-2,22,0.046871834,0.020722782,0.17497453
-18,-2,22,0.043033518,0.021026857,0.1771742
-16,-2,22,0.039171234,0.021220097,0.17940441
-14,-2,22,0.035296615,0.021323971,0.18152733
-12,-2,22,0.031388607,0.021636084,0.18376948
-10,-2,22,0.027462054,0.02183534,0.18616976
-8,-2,22,0.023511957,0.02204208,0.18855134
-6,-2,22,0.01981947,0.021992847,0.19010381
-4,-2,22,0.016096123,0.02196967,0.19142751
-2,-2,22,0.012397409,0.021895844,0.19258131
0,-2,22,0.008732796,0.021852098,0.19358979
2,-2,22,0.005342438,0.021931008,0.19441862
4,-2,22,0.002466411,0.022028908,0.19500491
6,-2,22,-0.000227488,0.022051029,0.19559143
8,-2,22,-0.002630608,0.022215966,0.19612035
10,-2,22,-0.004664645,0.022456529,0.19656971
12,-2,22,-0.006927122,0.022819733,0.19691011
14,-2,22,-0.008884762,0.023024103,0.19715
16,-2,22,-0.010680079,0.023160696,0.19737658
18,-2,22,-0.012009819,0.023215998,0.19753961
20,-2,22,-0.013118533,0.023314483,0.19768059
22,-2,22,-0.013900531,0.023326317,0.19776379
24,-2,22,-0.014669832,0.023322066,0.19777127
26,-2,22,-0.015166866,0.023544425,0.19766562
28,-2,22,-0.01567127,0.023715194,0.19754483
30,-2,22,-0.016026396,0.023945244,0.19734031
32,-2,22,-0.016253121,0.024222093,0.19707234
34,-2,22,-0.016553352,0.024453193,0.19681783
-20,0,22,0.048214223,0.01805616,0.17548886
-18,0,22,0.04448737,0.018041482,0.17789793
-16,0,22,0.04067893,0.018092787,0.18026467
-14,0,22,0.036818355,0.018286748,0.18260412
-12,0,22,0.032891806,0.018486,0.1850044
-10,0,22,0.02896525,0.018685253,0.18740468
-8,0,22,0.025024304,0.018807873,0.18969102
-6,0,22,0.021366505,0.018825617,0.19129892
-4,0,22,0.01763483,0.018879168,0.19256526
-2,0,22,0.013799154,0.018992588,0.19366549
0,0,22,0.010098471,0.01919537,0.19462551
2,0,22,0.006721687,0.019380387,0.19534212
4,0,22,0.003731148,0.019471213,0.19598083
6,0,22,0.001202386,0.019488338,0.19658375
8,0,22,-0.001138796,0.019542068,0.19717889
10,0,22,-0.003192076,0.01975986,0.1976623
12,0,22,-0.005106629,0.019970136,0.19810225
14,0,22,-0.007010653,0.02015259,0.19835795
16,0,22,-0.008817946,0.020304589,0.19859892
18,0,22,-0.010171883,0.020433491,0.19877563
20,0,22,-0.011322191,0.020573905,0.1988999
22,0,22,-0.012255149,0.020668782,0.19896899
24,0,22,-0.012972524,0.020688098,0.19895202
26,0,22,-0.013533052,0.020861747,0.19889352
28,0,22,-0.014030297,0.021056138,0.1987979
30,0,22,-0.014337778,0.021380877,0.198497
32,0,22,-0.014677447,0.021674821,0.19818826
34,0,22,-0.015055584,0.021859583,0.19787551
-20,2,22,0.049490344,0.015326778,0.17598382
-18,2,22,0.045746394,0.015416821,0.17838614
-16,2,22,0.04194405,0.015338641,0.18088904
-14,2,22,0.038097788,0.015392112,0.18348043
-12,2,22,0.0342019,0.015784815,0.18600136
-10,2,22,0.03022495,0.016035654,0.18829837
-8,2,22,0.02628899,0.01624202,0.19040391
-6,2,22,0.022566622,0.016403647,0.1920014
-4,2,22,0.01896305,0.016418764,0.1932192
-2,2,22,0.015159776,0.016678626,0.1943325
0,2,22,0.011438996,0.01701981,0.19539323
2,2,22,0.008170778,0.017220842,0.19614676
4,2,22,0.005057009,0.017276326,0.1968525
6,2,22,0.002504219,0.0172613,0.19751035
8,2,22,0.000147106,0.017234256,0.19813158
10,2,22,-0.002045566,0.01741971,0.19865963
12,2,22,-0.003909224,0.01760314,0.19911672
14,2,22,-0.005510307,0.017677872,0.1994618
16,2,22,-0.007120705,0.01779834,0.1997157
18,2,22,-0.008569475,0.017992655,0.19991949
20,2,22,-0.009706452,0.018139027,0.2000403
22,2,22,-0.010714147,0.018143568,0.2000967
24,2,22,-0.011432575,0.018208034,0.2000165
26,2,22,-0.011993106,0.018381685,0.199958
28,2,22,-0.012399863,0.018611679,0.19976233
30,2,22,-0.012778928,0.01883104,0.19950204
32,2,22,-0.013157997,0.019050406,0.19924173
34,2,22,-0.013575552,0.019234123,0.19891998
-20,4,22,0.0506689,0.012950316,0.1761171
-18,4,22,0.04690925,0.013116352,0.17866363
-16,4,22,0.043085493,0.01319191,0.18124902
-14,4,22,0.03926881,0.013283579,0.18379007
-12,4,22,0.035436306,0.013597074,0.18633047
-10,4,22,0.0315189,0.013783372,0.18871638
-8,4,22,0.02753691,0.013959528,0.19084246
-6,4,22,0.023815898,0.013999547,0.1925009
-4,4,22,0.0201923,0.014139523,0.19387755
-2,4,22,0.016596321,0.014379025,0.1950658
0,4,22,0.012949008,0.014720672,0.19611247
2,4,22,0.009659936,0.015015224,0.19700405
4,4,22,0.006627109,0.015038999,0.19774297
6,4,22,0.003832746,0.015033193,0.19843239
8,4,22,0.001443371,0.015006596,0.19905932
10,4,22,-0.000764764,0.015073949,0.19962725
12,4,22,-0.002716073,0.015240015,0.20011614
14,4,22,-0.004314011,0.015332459,0.2005359
16,4,22,-0.00569424,0.015408028,0.20080687
18,4,22,-0.006972015,0.015535343,0.20106313
20,4,22,-0.008126927,0.015557423,0.20116815
22,4,22,-0.009196519,0.015529197,0.20121627
24,4,22,-0.009897443,0.015651423,0.2011018
26,4,22,-0.010519597,0.015801655,0.20093636
28,4,22,-0.010898664,0.016021017,0.20067607
30,4,22,-0.01127773,0.016240383,0.20041576
32,4,22,-0.011656796,0.016459746,0.20015545
34,4,22,-0.012064998,0.016618706,0.19985259
-20,6,22,0.051948857,0.010305637,0.17619663
-18,6,22,0.04817295,0.010660687,0.17881459
-16,6,22,0.044341113,0.010893839,0.1813369
-14,6,22,0.04049483,0.011062907,0.1838103
-12,6,22,0.03659129,0.011290014,0.18657143
-10,6,22,0.0327828,0.011535118,0.18897437
-8,6,22,0.028847668,0.011684131,0.19111216
-6,6,22,0.025125438,0.011805796,0.1929138
-4,6,22,0.02147905,0.011999805,0.19437996
-2,6,22,0.017859543,0.012181171,0.19573218
0,6,22,0.014498629,0.012366847,0.19685997
2,6,22,0.011236835,0.012665695,0.19782427
4,6,22,0.008180164,0.012801654,0.19863911
6,6,22,0.005435306,0.012792107,0.19931583
8,6,22,0.002743674,0.012778091,0.19998556
10,6,22,0.000522169,0.012729256,0.2005611
12,6,22,-0.001577169,0.012797168,0.20109579
14,6,22,-0.003148651,0.012886374,0.20153932
16,6,22,-0.004555449,0.012963698,0.20186222
18,6,22,-0.005893404,0.012966,0.20212856
20,6,22,-0.006763801,0.01284457,0.20223495
22,6,22,-0.007740912,0.012883982,0.20228538
24,6,22,-0.00844076,0.013009252,0.20217124
26,6,22,-0.008938846,0.013213122,0.20189203
28,6,22,-0.009397462,0.013430363,0.2015898
30,6,22,-0.009776531,0.013649724,0.20132948
32,6,22,-0.010155595,0.013869088,0.20106919
34,6,22,-0.010571971,0.014011113,0.20075437
-20,8,22,0.053228445,0.007806865,0.1762877
-18,8,22,0.049413797,0.008146236,0.1788377
-16,8,22,0.04559242,0.008446813,0.18132022
-14,8,22,0.041733045,0.008566363,0.18393438
-12,8,22,0.037882533,0.008883685,0.18670255
-10,8,22,0.034094572,0.009115785,0.18904018
-8,8,22,0.030250221,0.009280916,0.1913127
-6,8,22,0.026495632,0.009474425,0.19320805
-4,8,22,0.02282869,0.009730232,0.19467504
-2,8,22,0.01916583,0.009932436,0.1962122
0,8,22,0.01595548,0.010078577,0.19739334
2,8,22,0.012732417,0.010278322,0.19849321
4,8,22,0.00976832,0.010408181,0.19944495
6,8,22,0.006975215,0.010430521,0.2001692
8,8,22,0.004118372,0.010343032,0.20082977
10,8,22,0.001663858,0.010267424,0.2014488
12,8,22,-0.000429397,0.010241914,0.20200777
14,8,22,-0.002155833,0.010243773,0.20249173
16,8,22,-0.003571149,0.010308811,0.20289123
18,8,22,-0.004903649,0.010266328,0.20312051
20,8,22,-0.005807819,0.010165207,0.20322962
22,8,22,-0.006459715,0.010236227,0.20330217
24,8,22,-0.006847421,0.010322423,0.20312864
26,8,22,-0.007306939,0.010525331,0.20281783
28,8,22,-0.007766455,0.010728239,0.20250702
30,8,22,-0.008221488,0.010931734,0.20219885
32,8,22,-0.008598193,0.011145516,0.2019366
34,8,22,-0.009021608,0.011267946,0.20160893
-20,10,22,0.054435775,0.005671301,0.1761569
-18,10,22,0.0507327,0.005780099,0.17867415
-16,10,22,0.04694857,0.006018512,0.18135512
-14,10,22,0.0431014,0.006054887,0.18410088
-12,10,22,0.039206043,0.00629261,0.18674085
-10,10,22,0.035356354,0.006585994,0.18910989
-8,10,22,0.03154311,0.006948387,0.19149269
-6,10,22,0.027856622,0.007200312,0.19346522
-4,10,22,0.024186114,0.007406314,0.19499773
-2,10,22,0.020620177,0.007577808,0.19655558
0,10,22,0.017403992,0.007781545,0.19780496
2,10,22,0.014247194,0.007938704,0.19893312
4,10,22,0.01108029,0.008079019,0.19995299
6,10,22,0.008342419,0.007961823,0.20077406
8,10,22,0.005599388,0.007804228,0.20154022
10,10,22,0.0029269,0.007690943,0.20218807
12,10,22,0.000603495,0.007621699,0.20270368
14,10,22,-0.001298995,0.007596116,0.20319684
16,10,22,-0.002698382,0.007736853,0.2036151
18,10,22,-0.004075571,0.007755395,0.20386137
20,10,22,-0.004983062,0.007723016,0.203979
22,10,22,-0.005535123,0.007848414,0.20406054
24,10,22,-0.005629361,0.00791913,0.2038174
26,10,22,-0.005715012,0.007983634,0.20356743
28,10,22,-0.006114317,0.008132207,0.20328477
30,10,22,-0.006571311,0.008320205,0.20298031
32,10,22,-0.007025958,0.008508623,0.2026772
34,10,22,-0.007453553,0.008589711,0.2023484
-20,12,22,0.055587262,0.004010387,0.1761116
-18,12,22,0.051949162,0.003991603,0.17868508
-16,12,22,0.048273392,0.00390556,0.18138975
-14,12,22,0.044467907,0.00383083,0.18408515
-12,12,22,0.04054416,0.003939718,0.1867129
-10,12,22,0.03665145,0.004140969,0.18917076
-8,12,22,0.032785583,0.004402351,0.19160543
-6,12,22,0.02916541,0.004791215,0.1937556
-4,12,22,0.02561635,0.004989317,0.19536221
-2,12,22,0.022096789,0.005224068,0.1968863
0,12,22,0.018863294,0.005459313,0.19818318
2,12,22,0.015637739,0.005633375,0.19932391
4,12,22,0.012330157,0.005752622,0.20032687
6,12,22,0.00944343,0.005753947,0.2011746
8,12,22,0.006701358,0.005661202,0.20195444
10,12,22,0.004008423,0.005510111,0.20262735
12,12,22,0.001475332,0.005346559,0.20320974
14,12,22,-0.000413113,0.005184582,0.20374526
16,12,22,-0.001952129,0.005245887,0.20418653
18,12,22,-0.003313707,0.005351747,0.20454139
20,12,22,-0.004149811,0.005430512,0.2046834
22,12,22,-0.004577891,0.005613889,0.20467032
24,12,22,-0.004663543,0.005678393,0.20442037
26,12,22,-0.004749194,0.005742893,0.2041704
28,12,22,-0.004834847,0.005807398,0.20392045
30,12,22,-0.005079275,0.005901525,0.20366246
32,12,22,-0.005457724,0.006020652,0.20339765
34,12,22,-0.005920932,0.006085952,0.20306969
-20,14,22,0.056779772,0.002311095,0.17608061
-18,14,22,0.05311008,0.002230807,0.17880274
-16,14,22,0.049452715,0.002077257,0.18145035
-14,14,22,0.04575251,0.001816825,0.18407175
-12,14,22,0.04178291,0.001943209,0.18672836
-10,14,22,0.037890203,0.002144461,0.18918622
-8,14,22,0.033993866,0.002302793,0.19171655
-6,14,22,0.030415386,0.002648278,0.19394924
-4,14,22,0.026923371,0.002728391,0.19565837
-2,14,22,0.023434497,0.002905636,0.19715694
0,14,22,0.020145526,0.003199451,0.19842426
2,14,22,0.016779965,0.0034362,0.199605
4,14,22,0.013581362,0.003495282,0.2006287
6,14,22,0.010546528,0.003506698,0.20152055
8,14,22,0.007746071,0.003442885,0.20228113
10,14,22,0.005050452,0.003364608,0.2030068
12,14,22,0.002568043,0.003227347,0.20362808
14,14,22,0.000326055,0.003084532,0.20417927
16,14,22,-0.0012978,0.002932851,0.20466971
18,14,22,-0.002581032,0.002965314,0.20510584
20,14,22,-0.003334837,0.003225857,0.20530115
22,14,22,-0.003632257,0.003416521,0.20521167
24,14,22,-0.003712229,0.003468819,0.20497906
26,14,22,-0.0037922,0.003521115,0.20474645
28,14,22,-0.003872174,0.003573412,0.20451385
30,14,22,-0.003968323,0.0037074,0.20429721
32,14,22,-0.004112738,0.003864623,0.2040709
34,14,22,-0.004633598,0.00381386,0.20373349
-20,16,22,0.05795532,0.000454465,0.1761162
-18,16,22,0.054285236,0.000383649,0.17883554
-16,16,22,0.050613146,0.00025179,0.18149956
-14,16,22,0.04687724,0.000100126,0.18420407
-12,16,22,0.042975757,3.10E-05,0.18675393
-10,16,22,0.039003033,0.000209163,0.18921472
-8,16,22,0.035063762,0.000409663,0.19174743
-6,16,22,0.03139614,0.00081889,0.19396602
-4,16,22,0.027942123,0.001019699,0.19575247
-2,16,22,0.024603983,0.001068516,0.1973062
0,16,22,0.021188322,0.001245268,0.19861805
2,16,22,0.017808149,0.001417373,0.19982435
4,16,22,0.014639534,0.0014086,0.20089172
6,16,22,0.011630661,0.001379833,0.20176965
8,16,22,0.008760021,0.00130463,0.20260996
10,16,22,0.006082832,0.001145285,0.20333548
12,16,22,0.003642462,0.001081985,0.20402174
14,16,22,0.001446309,0.000964248,0.20457429
16,16,22,-0.000587689,0.000827022,0.20509706
18,16,22,-0.001882958,0.000841186,0.20554028
20,16,22,-0.002538574,0.001252649,0.20577867
22,16,22,-0.00271984,0.001301081,0.20569319
24,16,22,-0.002772098,0.001283273,0.2055036
26,16,22,-0.002865532,0.001410814,0.20529442
28,16,22,-0.002961892,0.001554719,0.20509033
30,16,22,-0.003032727,0.001717311,0.2048829
32,16,22,-0.00318135,0.001775732,0.2046324
34,16,22,-0.003377834,0.001671071,0.2043136
-20,18,22,0.05913757,-0.001439821,0.1761095
-18,18,22,0.05546685,-0.001544232,0.17879342
-16,18,22,0.051729735,-0.001582033,0.18157096
-14,18,22,0.047880318,-0.001536687,0.18427533
-12,18,22,0.043897953,-0.001549822,0.18681489
-10,18,22,0.04000996,-0.001544568,0.18925841
-8,18,22,0.036095407,-0.001438164,0.19174814
-6,18,22,0.03237689,-0.001010501,0.1939828
-4,18,22,0.028927837,-0.000784517,0.1957937
-2,18,22,0.025689466,-0.000630971,0.19739991
0,18,22,0.02227891,-0.000672002,0.19879964
2,18,22,0.01889521,-0.000652583,0.20000574
4,18,22,0.015732272,-0.000598666,0.20109847
6,18,22,0.012737134,-0.000642605,0.20201886
8,18,22,0.009735668,-0.000634588,0.20287427
10,18,22,0.006935564,-0.000654445,0.20369503
12,18,22,0.00455108,-0.000855512,0.20434463
14,18,22,0.002451969,-0.000928622,0.20496975
16,18,22,0.000352815,-0.001141044,0.20550883
18,18,22,-0.001149955,-0.001123662,0.20596167
20,18,22,-0.00171638,-0.000698915,0.206198
22,18,22,-0.001882656,-0.000583392,0.20610167
24,18,22,-0.001921137,-0.000516616,0.20595168
26,18,22,-0.001930674,-0.000428646,0.2057979
28,18,22,-0.001940213,-0.000340676,0.20564412
30,18,22,-0.002084825,-0.000282721,0.20541441
32,18,22,-0.002252828,-0.000260001,0.20515047
34,18,22,-0.002449315,-0.000364659,0.20483167
-20,20,22,0.060325745,-0.003374281,0.17605811
-18,20,22,0.05656858,-0.003394519,0.17882554
-16,20,22,0.052691597,-0.003309687,0.1815325
-14,20,22,0.04878047,-0.003245465,0.18428876
-12,20,22,0.044868313,-0.003164363,0.18692218
-10,20,22,0.040980324,-0.003159105,0.1893657
-8,20,22,0.037092283,-0.003152858,0.19180866
-6,20,22,0.033373844,-0.002834821,0.19398966
-4,20,22,0.029937549,-0.002587769,0.19582126
-2,20,22,0.026672414,-0.002541863,0.19741453
0,20,22,0.02332002,-0.002695461,0.19895649
2,20,22,0.01998188,-0.002739384,0.20018713
4,20,22,0.0168822,-0.002653023,0.20124309
6,20,22,0.013885242,-0.002625236,0.20223936
8,20,22,0.010819055,-0.002631809,0.20311497
10,20,22,0.007958846,-0.002657406,0.20393164
12,20,22,0.005523193,-0.002742197,0.20464082
14,20,22,0.003365769,-0.002754732,0.20530096
16,20,22,0.001287418,-0.002851345,0.20591746
18,20,22,-0.00020715,-0.002550822,0.20633285
20,20,22,-0.000983992,-0.002177067,0.20657076
22,20,22,-0.001107085,-0.001996898,0.20652243
24,20,22,-0.001086686,-0.001989093,0.20636597
26,20,22,-0.0010699,-0.001986093,0.20620842
28,20,22,-0.00113318,-0.00208964,0.20602691
30,20,22,-0.001214606,-0.002143804,0.20584713
32,20,22,-0.001348147,-0.002235414,0.20563152
34,20,22,-0.001520791,-0.002400389,0.20534974
-20,22,22,0.061386026,-0.00518823,0.17606933
-18,22,22,0.057509042,-0.005103404,0.17877628
-16,22,22,0.05359896,-0.005033672,0.18152194
-14,22,22,0.049743645,-0.005020065,0.18435489
-12,22,22,0.04587126,-0.004897532,0.18697701
-10,22,22,0.04195588,-0.004792548,0.18946463
-8,22,22,0.03806054,-0.00472981,0.19189428
-6,22,22,0.034340866,-0.004475457,0.19405995
-4,22,22,0.030961893,-0.004510345,0.1958434
-2,22,22,0.027645623,-0.004592329,0.19742858
0,22,22,0.024302678,-0.004699833,0.1990073
2,22,22,0.0210755,-0.004784492,0.20034784
4,22,22,0.018032134,-0.004707377,0.20138772
6,22,22,0.015024102,-0.004640644,0.20241654
8,22,22,0.011991121,-0.00464292,0.2033484
